,Username,Date,Likes,Content,retweets,replies,id,url,place,hashtags,media,keyword,followers,Tweet
0,Ravanaroy,2022-09-22 16:43:24+00:00,0.0,,0.0,0.0,1.5729899550850621e+18,https://twitter.com/Ravanaroy/status/1572989955085062146,,,,janasena,175.0,"@nazir28 వీర మహిళా ఏంది sir.. జనాంగం.. వీర్యం.. sorry.. janasena, వీర మహిళ.. ట్రోలింగ్ కోసమే వెతికి వెతికి మరీ పెట్టినట్టునడు పేర్లు.. 🤣😜"
1,RafiSha58581630,2022-09-22 16:43:01+00:00,0.0,,0.0,0.0,1.5729898572067635e+18,https://twitter.com/RafiSha58581630/status/1572989857206763520,,,,janasena,19.0,@NThathamsetty @apcmo @JanaSenaParty @JSPShatagniTeam @PawanKalyan @mnadendla @NagaBabuOffl Pub ki vellthe Ugadhi pachadi vasthundhi
2,mssurla,2022-09-22 16:42:36+00:00,0.0,,0.0,0.0,1.5729897545258148e+18,https://twitter.com/mssurla/status/1572989754525814787,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FdRh2AIXgAEfJ72?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRh2AIXgAEfJ72?format=jpg&name=large')]",janasena,245.0,@JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan https://t.co/TsIe6BR8OO
3,Karteekmenda223,2022-09-22 16:41:25+00:00,0.0,,0.0,0.0,1.5729894540586885e+18,https://twitter.com/Karteekmenda223/status/1572989454058688512,,,,janasena,261.0,@JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan Meeru mammalni ilaane entertain cheyaali andi. Don't miss that. We want this type of regular releases from you.
4,mssurla,2022-09-22 16:40:27+00:00,0.0,,0.0,0.0,1.5729892124916613e+18,https://twitter.com/mssurla/status/1572989212491661318,,,,janasena,245.0,"@JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan 99TV రిపోర్టర్:- ఎన్టిఆర్ పేరు మార్చడం అప్రజాస్వామికం అంటున్నారు సువచ్ఛల

యాంకర్:- బొక్కలే ముందు పవన్ కళ్యాణ్, పవన్ కళ్యాణ్ గారు దీని మీద ఏం చెప్పారు అది చెప్పు ముందు"
5,bandela_pedda,2022-09-22 16:40:09+00:00,0.0,,0.0,0.0,1.5729891348719534e+18,https://twitter.com/bandela_pedda/status/1572989134871953416,,['kachukobidda'],"[Photo(previewUrl='https://pbs.twimg.com/media/FdRhSB1XoAQbyPX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRhSB1XoAQbyPX?format=jpg&name=large')]",janasena,6.0,కడపలో నన్ను ఎవడురా ఆపేది అనేలా చేసిన పవన్ కళ్యాణ్ గారికీ నా లైఫ్ లాంగ్ రుణపడి ఉంటాను @PawanKalyan @mnadendla @NagaBabuOffl @JanaSenaParty @RayapatiAruna @TV9Telugu @maneesha_pspk @SupremePSPK @JANASENA_UK ఈసారీ కొడితే కంచుకోట కొద్దిగా జనసెన కోట గా మారాలి @TrendPSPK #kachukobidda https://t.co/7h0UwJhr0A
6,muneer1509,2022-09-22 16:39:59+00:00,0.0,,0.0,0.0,1.5729890944684073e+18,https://twitter.com/muneer1509/status/1572989094468407297,,,,janasena,13.0,@SanaSunanda @PawanKalyan @JanaSenaParty @NagaBabuOffl Jalsa appudena release
7,MissilePSPK,2022-09-22 16:39:40+00:00,13.0,,4.0,0.0,1.5729890129772585e+18,https://twitter.com/MissilePSPK/status/1572989012977258498,,['PawanKalyan'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1405518072274817028/pu/img/V10dp3wk8u-kX7Ld.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1405518072274817028/pu/vid/640x384/nRIpKwYa0xMbMQxm.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1405518072274817028/pu/pl/QNutyenL_o6SphKK.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1405518072274817028/pu/vid/450x270/EESTGF14D2CGyiyX.mp4?tag=12', bitrate=256000)], duration=89.05, views=3073)]",janasena,7079.0,"One men's courage makes the majority. - JANASENANI @PawanKalyan garu ❤️

#PawanKalyan • @JanaSenaParty

 https://t.co/R9f6KhrCiF"
8,purubujji,2022-09-22 16:38:36+00:00,0.0,,0.0,1.0,1.572988746685096e+18,https://twitter.com/purubujji/status/1572988746685095936,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FdRg5z7acAAyqd3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRg5z7acAAyqd3?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FdRg6r2agAARA_t?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRg6r2agAARA_t?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FdRg635agAE8Ec5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRg635agAE8Ec5?format=jpg&name=large')]",janasena,4.0,"పత్తికొండ నియోజకవర్గ  జనసేన పార్టీ నాయకులు CG రాజశేఖర్ గారి ఆధ్వర్యంలో వెల్దుర్తి మండలం ఎంపీడీవో శ్రీనివాసరావును కలిసి జనసేన ప్రజా పోరాట ద్వారా గ్రామాలలో నెలకొన్న ప్రధాన సమస్యలపై ఎంపీడీవో గారికి క్లుప్తంగా తెలియజేశారు. 
@PawanKalyan @JanaSenaParty @cg_rajashekar @NagaBabuOffl https://t.co/OR4NE0doJ1"
9,nprmsbi,2022-09-22 16:37:50+00:00,0.0,,0.0,0.0,1.572988554242052e+18,https://twitter.com/nprmsbi/status/1572988554242052097,,,,janasena,1.0,@keathamreddy @PawanKalyan @JanaSenaParty Evvarinooo copy kotti vinnavalani chudakandraa pavala Bach or paid batch nayalara !!! Waste hard work royaiii vinodini… mee pavala gadi daggara Cheka bajana chesukovatamu
10,sidartistt,2022-09-22 16:37:24+00:00,0.0,,0.0,0.0,1.5729884441961062e+18,https://twitter.com/sidartistt/status/1572988444196106240,,,,janasena,16.0,@myu6093 @Narendra4JSP @PawanKalyan @NagaBabuOffl @JanaSenaParty Aalaki ah logics undav
11,chittiproluPra1,2022-09-22 16:36:53+00:00,0.0,,0.0,0.0,1.5729883134218936e+18,https://twitter.com/chittiproluPra1/status/1572988313421893633,,,,janasena,114.0,@JanaSAInikBvrm @kishan_Janasena ఆ మీటర్లో ఏముందంటారు .🤔🤣🤣🤣
12,Rukesh60,2022-09-22 16:35:47+00:00,0.0,,0.0,0.0,1.5729880358848102e+18,https://twitter.com/Rukesh60/status/1572988035884810241,,,,janasena,39.0,Shame on you @ysjagan @YSRCParty Save AP @AndhraPradeshCM from Jagan @JaiTDP @ncbn @KChiruTweets @PawanKalyan @JanaSenaParty @TV9Telugu @eenadulivenews @ntdailyonline https://t.co/0BeOkX2nWy
13,sgogireddy00,2022-09-22 16:35:18+00:00,0.0,,0.0,0.0,1.5729879152817807e+18,https://twitter.com/sgogireddy00/status/1572987915281780736,,"['Naralokesh', 'NCBN']",,janasena,3249.0,"@abntelugutv 
@tv5newsnow 
@etvandhraprades 
@iTDP_Official 
@vkjourno 
@murthyscribe 
@PawanKalyan 
@JanaSenaParty 
#Naralokesh 
#NCBN https://t.co/DjIFk6pHcV"
14,UrstrulyShiva_9,2022-09-22 16:33:28+00:00,0.0,,0.0,0.0,1.5729874560222618e+18,https://twitter.com/UrstrulyShiva_9/status/1572987456022261760,,,,janasena,487.0,"Political ga Okka Issue lo Success Chudale
Okka Decision lo Janallo Reach raale

Prajarajyam Odipothe.. Appatiki Yedho Peekinattu Rajakiya Sanyasam Annav

Janasena Ki Attention ledani
Movies Vadhilesa annav

Rendu sarlu VP ne Ayyav

Ni Bathukki Yenduku bro Politics
@PawanKalyan"
15,riyazsh27687847,2022-09-22 16:32:57+00:00,0.0,,0.0,0.0,1.5729873234233672e+18,https://twitter.com/riyazsh27687847/status/1572987323423367170,,,,janasena,3.0,@PakkaJanaSena @PawanKalyan @JanaSenaParty Ante vachedi a 5 members aaa 😂😂😂😂
16,NATVNARESH,2022-09-22 16:31:33+00:00,1.0,,0.0,1.0,1.5729869728971776e+18,https://twitter.com/NATVNARESH/status/1572986972897177601,,['NTRUniversity'],,janasena,186.0,#NTRUniversity pedemundi 2024 lo @JanaSenaParty govt form chesthundi @PawanKalyan CM avuthunnaru ...malli peru NTR University ani petteddam emantaru .........
17,PrasannaNalle,2022-09-22 16:31:15+00:00,52.0,,36.0,0.0,1.5729868979030262e+18,https://twitter.com/PrasannaNalle/status/1572986897903026177,,"['Janasena', 'Pawankalyan']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572986825991680002/pu/img/SZmBf9Ic4x1GMALp.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572986825991680002/pu/vid/366x270/KU2CdGTG2mqpAqyS.mp4?tag=12', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572986825991680002/pu/pl/bgDPGsGUmsjM0T-K.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572986825991680002/pu/vid/490x360/Ip0n1dSCLkYfPHMq.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572986825991680002/pu/vid/980x720/9wTebs8-gY93reSV.mp4?tag=12', bitrate=2176000)], duration=24.375, views=230)]",janasena,2905.0,"ఈ రాష్ట్రం బాగుండాలి అంటే బటన్ రెడ్డి ని ఇంటికి పంపాలి పవన్ కళ్యాణ్ గారిని గెలిపించాలి

 - రాజేష్ మహాసేన
@PawanKalyan #Janasena #Pawankalyan https://t.co/J2eCEz5s2w"
18,GadipalliRao,2022-09-22 16:30:41+00:00,0.0,,0.0,0.0,1.5729867523061514e+18,https://twitter.com/GadipalliRao/status/1572986752306151425,,,,janasena,953.0,@JaiAvadhooth @SriKusampudi @AmbatiRambabu @JanaSenaParty @PawanKalyan @NagaBabuOffl @mnadendla @ysjagan నేస్తం అంటే ఏడుపులు పాయ హెలికాప్టర్
19,BaluPawanist_,2022-09-22 16:29:26+00:00,2.0,,0.0,0.0,1.5729864380646892e+18,https://twitter.com/BaluPawanist_/status/1572986438064689154,,,,janasena,1342.0,@JanaSenaParty Hii Roja auntiee @RojaSelvamaniRK
20,DileepOnly4PSPK,2022-09-22 16:28:56+00:00,1.0,,1.0,0.0,1.5729863129066414e+18,https://twitter.com/DileepOnly4PSPK/status/1572986312906641408,,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572986245294469125/pu/img/bIX0pBXLTk9N-ywx.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572986245294469125/pu/vid/320x400/cBpelAzUlVibdGzq.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572986245294469125/pu/vid/480x600/GMPWemWmr1kJlUoK.mp4?tag=12', bitrate=950000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572986245294469125/pu/pl/8Up6NyK0UXivlXmh.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572986245294469125/pu/vid/720x902/ELO3ZY8vKM-IWqSk.mp4?tag=12', bitrate=2176000)], duration=39.1, views=3)]",janasena,675.0,"మీరే రమ్మంటారు, మీరే పోలిసులని పంపి మా వాళ్ళని ఆపుతారు....
• మాకు చట్టసభల్లో బలం తక్కువ అంతే, గుండెల్లో కాదు

• Never mess with @JanaSenaParty🤙😎💪 https://t.co/VhzyPFTllL"
21,KrishnamsettyN,2022-09-22 16:28:03+00:00,0.0,,0.0,0.0,1.5729860904952832e+18,https://twitter.com/KrishnamsettyN/status/1572986090495283200,,,,janasena,7.0,"@KrishnaveniJSP Super akka,jai janasena"
22,ChukkalaTharak,2022-09-22 16:27:36+00:00,0.0,,0.0,0.0,1.5729859765486223e+18,https://twitter.com/ChukkalaTharak/status/1572985976548622337,,,,janasena,48.0,@NThathamsetty @apcmo @JanaSenaParty @JSPShatagniTeam @PawanKalyan @mnadendla @NagaBabuOffl Ee comments YSRCP vaallu ku nidra pattadu
23,AjithPkCult,2022-09-22 16:27:18+00:00,0.0,,0.0,0.0,1.5729859015251272e+18,https://twitter.com/AjithPkCult/status/1572985901525127170,,,,janasena,615.0,@Narendra4JSP @PawanKalyan @NagaBabuOffl @JanaSenaParty Bhimavaram eh best esari matram
24,JaiAvadhooth,2022-09-22 16:27:00+00:00,0.0,,0.0,1.0,1.5729858269587988e+18,https://twitter.com/JaiAvadhooth/status/1572985826958798848,,,,janasena,1.0,@SriKusampudi @AmbatiRambabu @JanaSenaParty @PawanKalyan @NagaBabuOffl @mnadendla @ysjagan Nestham ante yenti telusukunte ardham avutundi. 🤭
25,SingleBell6,2022-09-22 16:26:35+00:00,1.0,,0.0,0.0,1.5729857232755835e+18,https://twitter.com/SingleBell6/status/1572985723275583489,,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FdReKJbaAAEmZuw.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FdReKJbaAAEmZuw.mp4', bitrate=0)])]",janasena,1091.0,@Interfail25 @JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan https://t.co/8Md3O6zG0L
26,hanuma_kiran,2022-09-22 16:25:50+00:00,0.0,,0.0,0.0,1.5729855339446927e+18,https://twitter.com/hanuma_kiran/status/1572985533944692740,,"['Hyderabad', 'rainbowhospital']",,janasena,45.0,"Baby is suffering from extreme premature complications and needs immediate treatment. Your donation can guide them to reach their fund goals. Please help.
#Hyderabad #rainbowhospital
@KChiruTweets @KTRTRS @urstrulyMahesh @PawanKalyan @SonuSood @JanaSenaParty @HeroManoj1 https://t.co/c3kMlCN0ph"
27,RaasChityala,2022-09-22 16:25:12+00:00,0.0,,0.0,0.0,1.572985375156736e+18,https://twitter.com/RaasChityala/status/1572985375156736001,,,,janasena,478.0,@JanaSAInikBvrm @kishan_Janasena Yes ..alane miter pettadm vla qulity current ela vasthDhi teliali
28,satishindia96,2022-09-22 16:24:12+00:00,0.0,,0.0,0.0,1.572985123254829e+18,https://twitter.com/satishindia96/status/1572985123254829056,,,,janasena,4.0,"Any answers @trspartyonline @KTRTRS @trsharish @ysathishreddy @JAGANTRS @AshokReddyNLG ? 

@abntelugutv @eenadulivenews @TV9Telugu @tv5newsnow @KrishnaRaoCHVM @sayesekhar @JaiTDP @JanaSenaParty @RaghunandanraoM @_dinakar_ @KVishReddy @krg_reddy @krporeddy https://t.co/EJuVWt2uHW"
29,sgogireddy00,2022-09-22 16:24:02+00:00,0.0,,0.0,0.0,1.572985080603349e+18,https://twitter.com/sgogireddy00/status/1572985080603348992,,"['Naralokesh', 'NCBN']",,janasena,3249.0,"@abntelugutv 
@tv5newsnow 
@etvandhraprades 
@iTDP_Official 
@vkjourno 
@murthyscribe 
@PawanKalyan 
@JanaSenaParty 
#Naralokesh 
#NCBN 
అందరికీ అర్దం 5అయ్యింది ఈ పచ్చ కుక్కల మనస్తత్వం. https://t.co/ffa8gEpuV6"
30,jspk_2024_2029,2022-09-22 16:23:37+00:00,0.0,,0.0,0.0,1.5729849760561316e+18,https://twitter.com/jspk_2024_2029/status/1572984976056131586,,,,janasena,349.0,@Naveenpagadala6 @Narendra4JSP @PawanKalyan @NagaBabuOffl @JanaSenaParty Nagababu contest cheyyanu antunnaru ga broo
31,RamaKum26676380,2022-09-22 16:22:42+00:00,1.0,,0.0,0.0,1.572984745788838e+18,https://twitter.com/RamaKum26676380/status/1572984745788837888,,,,janasena,27.0,"@JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan Pawan Endhuku pary ammukunnadu gatha elections lo, Endhuku 4 paellillu chesukunnadu... Inter fail ayyado pass ayado theliyani person Rastranni Ela administration chesthadu ? Cheppandi mundhu ee Questions ku Answers cheppandi"
32,prudhvi5030,2022-09-22 16:22:24+00:00,0.0,,0.0,0.0,1.572984669175681e+18,https://twitter.com/prudhvi5030/status/1572984669175681026,,,,janasena,17.0,@PawanKalyan @JanaSenaParty Direct challenge.. Pilla Sainiks ki.Mi JSP 2024 lo CBN saka nakatam confirm..So Miru Gundu kotichu koni gadidha Pina tirugutara...open challange.. challenge accept are NO..tell me Pilla Sainiks..
33,Shravannuka1,2022-09-22 16:19:04+00:00,0.0,,0.0,0.0,1.5729838320761324e+18,https://twitter.com/Shravannuka1/status/1572983832076132352,,,,janasena,1.0,@JanaSenaParty @PawanKalyan Yes ntr Peru kadhu.jinna tower guntur lo undhi adhi marchandi damuntwy.ycp vallu
34,prudhvi5030,2022-09-22 16:19:02+00:00,0.0,,0.0,0.0,1.5729838231971758e+18,https://twitter.com/prudhvi5030/status/1572983823197175810,,,,janasena,17.0,@_PakkaTollywood @PawanKalyan @JanaSenaParty Direct challenge.. 2024 election time ki CBN saka nakatam confirm mi JSP.. Ayitay Pilla Sainiks ..Half Gundu kotichu koni gadidha Pina tirugutara... Challenge accept....? I accept and u ....?
35,sasichalla97,2022-09-22 16:18:14+00:00,0.0,,0.0,0.0,1.5729836224577864e+18,https://twitter.com/sasichalla97/status/1572983622457786369,,,,janasena,16.0,@Narendra4JSP @PSPKFan2You @PawanKalyan @NagaBabuOffl @JanaSenaParty Hoping
36,ChanduPerikala,2022-09-22 16:17:52+00:00,0.0,,0.0,0.0,1.5729835300991795e+18,https://twitter.com/ChanduPerikala/status/1572983530099179520,,,,janasena,33.0,@Harinani_ @BolisettiSrinu Super sir Jai janasena 🇮🇳🇮🇳🇮🇳
37,BGundamala,2022-09-22 16:17:26+00:00,0.0,,0.0,0.0,1.5729834186313892e+18,https://twitter.com/BGundamala/status/1572983418631389185,,,,janasena,0.0,@JanaSenaParty Super 👏 jok
38,Raja64238017,2022-09-22 16:15:36+00:00,0.0,,0.0,0.0,1.5729829596067348e+18,https://twitter.com/Raja64238017/status/1572982959606734849,,,,janasena,603.0,@JanaSAInikBvrm @kishan_Janasena Electron kanalu anni quality ga intlo ki veltai jagananna ichina school dress school bag tho kobbari nuni rasukuni tala duvvukuni 🤣🤣🤣🤣🤣🤣🤣🤣🤣
39,RamaKum26676380,2022-09-22 16:14:13+00:00,0.0,,0.0,0.0,1.572982610019885e+18,https://twitter.com/RamaKum26676380/status/1572982610019885060,,,,janasena,27.0,@Harinani_ @JanaSenaParty @PawanKalyan Mimmalni thata theesi vundalsindhi.... Emi gundagiraaa. Meeku adhikaram appa chebithe Inka Antha Gund ala rajyam Sico la smrajyam ayepodhi. Jagan gari Paripalanalo memu manchiga vunnamu. Meeru adhikaramlo ki ravadhu. A.P ni spoil cheyadhu
40,clear_louder,2022-09-22 16:13:12+00:00,0.0,,0.0,0.0,1.5729823532026757e+18,https://twitter.com/clear_louder/status/1572982353202675712,,,,janasena,51.0,@JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan Why dnt y out guys sit bank and enjoy the show ? Instead of becoming butt of jokes
41,Interfail25,2022-09-22 16:13:10+00:00,1.0,,0.0,1.0,1.57298234598844e+18,https://twitter.com/Interfail25/status/1572982345988440064,,,,janasena,612.0,@SingleBell6 @JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan Ithey jon sena katha lo maro vijayam
42,JanaSAInikBvrm,2022-09-22 16:12:25+00:00,5.0,,3.0,3.0,1.5729821568167936e+18,https://twitter.com/JanaSAInikBvrm/status/1572982156816793601,,,,janasena,2590.0,electricity lo Quality ante @kishan_Janasena Anna emaina teulusa ? https://t.co/6mMaf9CzG8
43,JSPpvmahesh,2022-09-22 16:11:23+00:00,94.0,,36.0,0.0,1.5729818957928325e+18,https://twitter.com/JSPpvmahesh/status/1572981895792832512,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FdRar2dacAYZVdg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRar2dacAYZVdg?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FdRasJCaUAILJhb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRasJCaUAILJhb?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FdRasZEacAAQgxz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRasZEacAAQgxz?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FdRasobagAAxvh1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRasobagAAxvh1?format=jpg&name=large')]",janasena,22663.0,"101 వ ఉరుసు మహోత్సవం 
 శ్రీ హజరత్ సయ్యద్ షా మస్తాన్ వలీ లోటేసొటెవాలె బాబా గారిగంధం మహోత్సవము  దర్గా సభ్యులు మహమ్మద్ సలాం, మహమ్మద్ సమీయుల్లా, షేక్ రియాజ్,ఆహ్వానం మేరకు ఈ మహోత్సవంలో పాల్గొనడం జరిగింది @JanaSenaParty
@JSPShatagniTeam https://t.co/dHZcrcQ6jC"
44,JanasenaniFolws,2022-09-22 16:11:21+00:00,0.0,,0.0,0.0,1.572981889962414e+18,https://twitter.com/JanasenaniFolws/status/1572981889962414085,,"['JustThink', 'AnyParty', 'Janasena', 'Pawankalyan']","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572981792738463744/pu/img/UmKp-j8oJF2qxYvi.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572981792738463744/pu/vid/320x320/apxvPveqt33u3frP.mp4?tag=12', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572981792738463744/pu/vid/720x720/Er318wWEXOKnK-cB.mp4?tag=12', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572981792738463744/pu/vid/540x540/zWwNdcS3t6WWoY9L.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572981792738463744/pu/pl/f7XfNpFjd3zEa5Ib.m3u8?tag=12&container=fmp4', bitrate=None)], duration=44.906, views=7)]",janasena,84.0,"ఏమి ఆశించకుండా ప్రజల్లో ఉంటూ ప్రజల కోసం పనిచేసిన వారి పేర్లు పెట్టండి - KDS గారు 👌👌👌
https://t.co/ciVD6vL42D 

ప్రభుత్వ పథకాలకు వాళ్ల పేర్లు ఎలా పెట్టుకుంటారు మన డబ్బులతో మనకి ఇస్తూ వాళ్ళ పేర్లు ఎందుకు
#JustThink #AnyParty @CommonerL

@PawanKalyan #Janasena #Pawankalyan https://t.co/zHtu7EpGOM"
45,haja_valli,2022-09-22 16:10:53+00:00,0.0,,0.0,0.0,1.5729817698752963e+18,https://twitter.com/haja_valli/status/1572981769875296256,,,,janasena,1.0,@GunukulaKishore @JanaSenaParty @PawanKalyan YES BROTHER WHAT UR SAYING IS 100°/° RIGHT
46,SingleBell6,2022-09-22 16:08:36+00:00,1.0,,0.0,1.0,1.5729811968959775e+18,https://twitter.com/SingleBell6/status/1572981196895977477,,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FdRaDmZaMAEaWr-.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FdRaDmZaMAEaWr-.mp4', bitrate=0)])]",janasena,1091.0,@Interfail25 @JSPVeeraMahila @ysjagan @JanaSenaParty @PawanKalyan https://t.co/9RurTitiNe
47,Nikil_999,2022-09-22 16:07:20+00:00,0.0,,0.0,1.0,1.572980878934147e+18,https://twitter.com/Nikil_999/status/1572980878934147072,,,,janasena,1865.0,"@ABHIUSTAADCult Janasena 👎
kulasena 👍"
48,Shataghninews,2022-09-22 16:05:44+00:00,4.0,,1.0,0.0,1.572980475660243e+18,https://twitter.com/Shataghninews/status/1572980475660242949,,"['janasena', 'pawankalyan', 'janasenaparty']",,janasena,1403.0,"పేర్ని నానికి సవాల్ విసిరిన బొమ్మిడి నాయకర్
#janasena #pawankalyan #janasenaparty
https://t.co/i74e0hdVli"
49,Anantha459,2022-09-22 16:05:43+00:00,0.0,,0.0,0.0,1.5729804719604367e+18,https://twitter.com/Anantha459/status/1572980471960436736,,,,janasena,324.0,@JanaSenaParty @PawanKalyan kcr ahamkaram ante ni vattalu mukkal chestadanna banisa ga
50,JanasainikPSV,2022-09-22 16:05:29+00:00,0.0,,0.0,0.0,1.5729804117973402e+18,https://twitter.com/JanasainikPSV/status/1572980411797340160,,,,janasena,86.0,"@NThathamsetty @apcmo @JanaSenaParty @JSPShatagniTeam @PawanKalyan @mnadendla @NagaBabuOffl రాష్ట్రం కడ్డ ముడిసి పెంగిదోతే, హైదరాబాద్ లో ఇస్మాయిల్ భాయ్ తో నిఖా చేసుకుని షాదీ ముబారక్ తెచ్చుకోవచ్చు.."
51,Srinu_1971,2022-09-22 16:05:26+00:00,0.0,,0.0,0.0,1.5729804014378148e+18,https://twitter.com/Srinu_1971/status/1572980401437814785,,,,janasena,6.0,@JanaSenaParty How to become kriya member?
52,manibabu_b,2022-09-22 16:05:09+00:00,0.0,,0.0,0.0,1.5729803263052677e+18,https://twitter.com/manibabu_b/status/1572980326305267713,,,,janasena,274.0,@Narendra4JSP @PawanKalyan @NagaBabuOffl @JanaSenaParty Ycp nundi vanga githa ki ista antunnaru
53,Narendra4JSP,2022-09-22 16:04:57+00:00,1.0,,0.0,1.0,1.5729802769676657e+18,https://twitter.com/Narendra4JSP/status/1572980276967665664,,,,janasena,6658.0,"@siddusss @KamaalSheihk @PawanKalyan Ela chepputhunnav annaaa flop ayyindi ani?
Vellina frnds andaru chala happy feel ayyaru 
Public kuda baga vaccharu 

+ Enti ante rajulu ni attract chesadu pk speech tho 
Isari rajulu kuda baga support chestharu janasena ki akkda"
54,JSP_RCPMC,2022-09-22 16:04:44+00:00,2.0,,2.0,0.0,1.5729802230163046e+18,https://twitter.com/JSP_RCPMC/status/1572980223016304644,,,"[Photo(previewUrl='https://pbs.twimg.com/media/FdRZLTOaIAE8NxC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdRZLTOaIAE8NxC?format=jpg&name=large')]",janasena,541.0,"NTR వైద్యుడు కాడు, YSR వైద్యుడు కాబట్టి యూనివర్సిటీ పేరు మారుస్తున్నారు.. మరి మీరు వైద్యులు కాదు కదా.. మీకు వైద్య మంత్రి ఎలా ఇచ్చారు అంటారు...🤔 
@JanaSenaParty @JSP_RCPMC https://t.co/1eZJI8BgZl"
